listing_id,locality,tier,bhk,area_sqft,furnishing,floor,metro_km,lat,lng,actual_rent,predicted_rent,error,pct_error,abs_pct_error,solo_locality,pricing_flag,median_rent,median_rent_per_sqft
1,Goregaon West,budget,2,617,furnished,33.0,5.7,19.167242,72.841577,75000,59802,15198,20.3,20.3,0,Listed above model (check overpricing),76000.0,98.2
2,Bandra East,mid,3,1000,semi-furnished,5.0,1.12,19.058016,72.844382,120000,123659,-3659,-3.0,3.0,0,In line with model,205000.0,136.0
3,Malad East,budget,2,1000,furnished,11.0,5.15,19.188328,72.860617,80000,93538,-13538,-16.9,16.9,0,Listed below model (possible underpricing),65000.0,92.5
4,Powai,mid,2,671,furnished,9.0,2.49,19.111612,72.902057,75000,97491,-22491,-30.0,30.0,0,Listed below model (possible underpricing),85000.0,104.0
5,Malad West,budget,1,400,semi-furnished,9.0,6.75,19.178532,72.838608,35000,48069,-13069,-37.3,37.3,0,Listed below model (possible underpricing),60000.0,94.1
6,Kandivali East,budget,2,1160,semi-furnished,7.0,3.95,19.2004765,72.8736892,55000,88083,-33083,-60.2,60.2,0,Listed below model (possible underpricing),71500.0,52.15
7,Dahisar East,budget,1,410,semi-furnished,11.0,0.74,19.248557,72.859999,33000,34654,-1654,-5.0,5.0,0,In line with model,36000.0,88.4
8,Bandra West,premium,3,1366,semi-furnished,1.0,1.89,19.0865579894721,72.8810664643325,240000,252812,-12812,-5.3,5.3,0,In line with model,175000.0,188.2
9,Santacruz East,budget,2,750,semi-furnished,20.0,0.54,19.075022,72.84948,95000,62513,32487,34.2,34.2,0,Listed above model (check overpricing),74000.0,89.65
10,Powai,mid,1,400,furnished,14.0,3.74,19.116994,72.913059,90000,46295,43705,48.6,48.6,0,Listed above model (check overpricing),85000.0,104.0
11,Malad West,budget,2,797,semi-furnished,7.0,5.88,19.189026,72.834793,75000,69522,5478,7.3,7.3,0,In line with model,60000.0,94.1
12,Santacruz East,budget,2,600,semi-furnished,7.0,0.54,19.075022,72.84948,90000,51603,38397,42.7,42.7,0,Listed above model (check overpricing),74000.0,89.65
13,Jogeshwari East,budget,1,435,unfurnished,12.0,1.8,19.137776,72.861949,50000,38900,11100,22.2,22.2,0,Listed above model (check overpricing),65000.0,100.0
14,Borivali East,budget,2,630,unfurnished,3.0,1.82,19.219068,72.868479,48000,52018,-4018,-8.4,8.4,0,In line with model,55000.0,77.15
15,Vikhroli West,budget,1,460,semi-furnished,13.0,4.74,19.109105,72.923653,48000,39877,8123,16.9,16.9,0,Listed above model (check overpricing),65000.0,93.8
16,Kandivali West,budget,1,386,semi-furnished,12.0,5.4,19.206228,72.821377,32000,32699,-699,-2.2,2.2,0,In line with model,40000.0,82.9
17,Bhandup West,budget,5,540,semi-furnished,9.0,4.15,19.155035,72.941318,36000,65243,-29243,-81.2,81.2,0,Listed below model (possible underpricing),46500.0,65.5
18,Powai,mid,1,404,furnished,9.0,2.83,,,141880,55073,86807,61.2,61.2,0,Listed above model (check overpricing),85000.0,104.0
19,Powai,mid,2,800,unfurnished,9.0,2.28,19.12393,72.89533,60000,111763,-51763,-86.3,86.3,0,Listed below model (possible underpricing),85000.0,104.0
20,Mulund West,budget,2,606,unfurnished,9.0,3.55,19.167089,72.935158,55000,62977,-7977,-14.5,14.5,0,In line with model,62500.0,65.9
21,Lower Parel,premium,4,1129,semi-furnished,15.0,0.88,19.0001926,72.8256762,220000,205159,14841,6.7,6.7,0,In line with model,280000.0,181.35
22,Lower Parel,premium,4,1100,unfurnished,9.0,0.33,18.99253,72.824003,220000,268652,-48652,-22.1,22.1,0,Listed below model (possible underpricing),280000.0,181.35
23,Sakinaka,mid,1,460,furnished,5.0,1.22,19.097184,72.884744,60000,51794,8206,13.7,13.7,0,In line with model,65000.0,108.2
24,Powai,mid,2,888,semi-furnished,5.0,2.49,19.111612,72.902057,85000,94979,-9979,-11.7,11.7,0,In line with model,85000.0,104.0
25,Prabhadevi,premium,1,375,unfurnished,12.0,0.27,19.0137,72.832007,50000,72439,-22439,-44.9,44.9,0,Listed below model (possible underpricing),272500.0,183.3
26,Malad West,budget,2,700,semi-furnished,5.0,6.58,19.180973,72.836672,65000,61775,3225,5.0,5.0,0,In line with model,60000.0,94.1
27,Malad West,budget,1,420,semi-furnished,9.0,2.83,,,55000,43413,11587,21.1,21.1,0,Listed above model (check overpricing),60000.0,94.1
28,Malad West,budget,2,900,semi-furnished,9.0,6.62,19.177239,72.841579,70000,105939,-35939,-51.3,51.3,0,Listed below model (possible underpricing),60000.0,94.1
29,Pali Hill,premium,4,1800,semi-furnished,9.0,2.3,19.067719,72.827637,600000,322246,277754,46.3,46.3,1,Listed above model (check overpricing),600000.0,333.3
30,Bandra West,premium,2,650,semi-furnished,6.0,2.38,19.05955960049545,72.82952886074781,150000,118352,31648,21.1,21.1,0,Listed above model (check overpricing),175000.0,188.2
31,Ghatkopar East,budget,2,700,furnished,9.0,4.33,19.0907441339125,72.9152309957184,50000,77008,-27008,-54.0,54.0,0,Listed below model (possible underpricing),75000.0,83.3
32,Andheri West,mid,2,815,semi-furnished,5.0,4.66,19.1280405,72.8163742,80000,90927,-10927,-13.7,13.7,0,In line with model,95000.0,116.75
33,Marol,mid,2,750,semi-furnished,9.0,0.69,19.122675,72.879283,60000,107695,-47695,-79.5,79.5,0,Listed below model (possible underpricing),82000.0,101.7
34,Sandesh Nagar,mid,3,1750,semi-furnished,9.0,1.89,19.0865579894721,72.8810664643325,250000,241148,8852,3.5,3.5,0,In line with model,100000.0,142.9
35,Bandra East,mid,3,1389,furnished,3.0,0.79,19.056192,72.848892,310000,167542,142458,46.0,46.0,0,Listed above model (check overpricing),205000.0,136.0
36,Andheri West,mid,3,1450,furnished,9.0,2.83,,,300000,228846,71154,23.7,23.7,0,Listed above model (check overpricing),95000.0,116.75
37,Vikhroli East,premium,2,573,unfurnished,12.0,6.35,19.119498,72.937862,45045,102034,-56989,-126.5,126.5,0,Listed below model (possible underpricing),180000.0,166.7
38,Kandivali East,budget,3,1622,semi-furnished,22.0,4.13,19.198204,72.855462,88000,126729,-38729,-44.0,44.0,0,Listed below model (possible underpricing),71500.0,52.15
39,Antop Hill,budget,2,900,furnished,2.0,2.7,19.02339,72.86888,65000,85135,-20135,-31.0,31.0,1,Listed below model (possible underpricing),65000.0,72.2
40,Wadala East,mid,2,800,furnished,1.0,2.81,19.02311,72.865931,90000,101478,-11478,-12.8,12.8,0,In line with model,90000.0,121.7
41,Andheri West,mid,4,2350,unfurnished,23.0,5.11,19.151569,72.833298,400000,270699,129301,32.3,32.3,0,Listed above model (check overpricing),95000.0,116.75
42,Chandivali,budget,5,850,furnished,6.0,2.07,19.107837,72.89823,130000,92141,37859,29.1,29.1,0,Listed above model (check overpricing),82000.0,94.4
43,Cuffe Parade,premium,5,1240,furnished,12.0,0.22,18.91529,72.821723,275000,210548,64452,23.4,23.4,1,Listed above model (check overpricing),275000.0,221.8
44,Lower Parel,premium,2,720,semi-furnished,15.0,0.97,18.9982461,72.82696460000001,150000,121846,28154,18.8,18.8,0,Listed above model (check overpricing),280000.0,181.35
45,Bandra East,mid,4,1536,semi-furnished,9.0,0.79,19.056192,72.848892,400000,215958,184042,46.0,46.0,0,Listed above model (check overpricing),205000.0,136.0
46,Mulund East,budget,2,1350,furnished,25.0,2.82,19.162276,72.955732,100000,113235,-13235,-13.2,13.2,0,In line with model,65000.0,74.69999999999999
47,Powai,mid,2,657,unfurnished,2.0,3.51,19.118717,72.9102,36000,72645,-36645,-101.8,101.8,0,Listed below model (possible underpricing),85000.0,104.0
48,Sandesh Nagar,mid,1,470,semi-furnished,9.0,2.83,,,30000,76998,-46998,-156.7,156.7,0,Listed below model (possible underpricing),100000.0,142.9
49,Malad West,budget,1,600,unfurnished,12.0,6.74,19.177983,72.84021,40000,50370,-10370,-25.9,25.9,0,Listed below model (possible underpricing),60000.0,94.1
50,Borivali West,budget,1,420,semi-furnished,2.0,1.95,19.2442,72.845605,29000,36424,-7424,-25.6,25.6,0,Listed below model (possible underpricing),40000.0,88.9
51,Goregaon East,budget,1,400,furnished,9.0,2.83,,,75000,47205,27795,37.1,37.1,0,Listed above model (check overpricing),75000.0,98.25
52,Kandivali West,budget,3,1150,unfurnished,15.0,3.99,19.20186,72.84756,85000,103884,-18884,-22.2,22.2,0,Listed below model (possible underpricing),40000.0,82.9
53,Matunga,mid,1,300,semi-furnished,9.0,2.83,,,35000,45242,-10242,-29.3,29.3,1,Listed below model (possible underpricing),35000.0,116.7
54,Malad East,budget,2,750,semi-furnished,1.0,4.87,19.190878,72.861307,75000,65117,9883,13.2,13.2,0,In line with model,65000.0,92.5
55,Kalbadevi,mid,1,850,furnished,2.0,0.19,18.947451,72.828589,90000,93562,-3562,-4.0,4.0,1,In line with model,90000.0,105.9
56,Goregaon East,budget,2,680,semi-furnished,3.0,5.51,19.1744,72.8623,75000,61168,13832,18.4,18.4,0,Listed above model (check overpricing),75000.0,98.25
57,Mulund West,budget,2,960,unfurnished,36.0,3.21,19.170312,72.936647,65000,77502,-12502,-19.2,19.2,0,Listed below model (possible underpricing),62500.0,65.9
58,Borivali East,budget,3,1310,semi-furnished,9.0,1.38,19.222276,72.864019,135000,134930,70,0.1,0.1,0,In line with model,55000.0,77.15
59,Malad West,budget,6,4500,furnished,9.0,2.83,,,700000,571505,128495,18.4,18.4,0,Listed above model (check overpricing),60000.0,94.1
60,Sion,mid,1,450,furnished,14.0,1.25,19.039554,72.868765,55000,52278,2722,4.9,4.9,0,In line with model,52500.0,116.65
61,Goregaon East,budget,1,425,furnished,6.0,5.85,19.178495,72.869884,32000,41453,-9453,-29.5,29.5,0,Listed below model (possible underpricing),75000.0,98.25
62,Wadala East,mid,2,766,furnished,30.0,1.89,19.0865579894721,72.8810664643325,120000,93186,26814,22.3,22.3,0,Listed above model (check overpricing),90000.0,121.7
63,Mulund West,budget,3,1050,unfurnished,7.0,2.89,19.1725,72.938806,100000,84220,15780,15.8,15.8,0,Listed above model (check overpricing),62500.0,65.9
64,Mahim,budget,2,532,semi-furnished,5.0,0.54,19.043126,72.840376,35000,48925,-13925,-39.8,39.8,1,Listed below model (possible underpricing),35000.0,65.8
65,Mahim West,premium,3,1300,furnished,9.0,0.75,19.03282,72.838,230000,360983,-130983,-56.9,56.9,0,Listed below model (possible underpricing),220000.0,197.55
66,Sandesh Nagar,mid,5,900,semi-furnished,6.0,1.89,19.0865579894721,72.8810664643325,140000,120169,19831,14.2,14.2,0,In line with model,100000.0,142.9
67,Mulund East,budget,1,465,furnished,3.0,2.53,19.165732,72.953027,35000,41329,-6329,-18.1,18.1,0,Listed below model (possible underpricing),65000.0,74.69999999999999
68,Gundavali,premium,6,2550,furnished,9.0,2.83,,,900000,500272,399728,44.4,44.4,1,Listed above model (check overpricing),900000.0,352.9
69,Borivali East,budget,1,250,unfurnished,9.0,2.83,,,60000,27295,32705,54.5,54.5,0,Listed above model (check overpricing),55000.0,77.15
70,Ghatkopar West,mid,2,600,semi-furnished,14.0,3.99,19.09653,72.914392,55000,69600,-14600,-26.5,26.5,0,Listed below model (possible underpricing),119000.0,116.75
71,Kandivali West,budget,1,430,furnished,4.0,3.71,19.21618,72.83369,40000,38964,1036,2.6,2.6,0,In line with model,40000.0,82.9
72,Santacruz East,budget,5,704,semi-furnished,3.0,1.95,19.07862,72.86566,50000,69493,-19493,-39.0,39.0,0,Listed below model (possible underpricing),74000.0,89.65
73,Chedda Nagar,budget,2,1000,semi-furnished,5.0,1.44,19.06171833,72.91061102,65000,87265,-22265,-34.3,34.3,1,Listed below model (possible underpricing),65000.0,65.0
74,Worli,premium,5,1000,furnished,18.0,0.98,19.01743,72.818638,135000,266451,-131451,-97.4,97.4,0,Listed below model (possible underpricing),290250.0,251.8
75,Andheri West,mid,3,1500,furnished,9.0,1.92,19.118765,72.841925,150000,228936,-78936,-52.6,52.6,0,Listed below model (possible underpricing),95000.0,116.75
76,Santacruz West,premium,3,1100,semi-furnished,5.0,1.12,19.082464,72.836957,250000,171320,78680,31.5,31.5,0,Listed above model (check overpricing),177500.0,159.5
77,Andheri West,mid,2,752,unfurnished,1.0,1.89,19.0865579894721,72.8810664643325,66000,87362,-21362,-32.4,32.4,0,Listed below model (possible underpricing),95000.0,116.75
78,Andheri East,budget,4,2000,furnished,9.0,2.83,,,400000,226054,173946,43.5,43.5,0,Listed above model (check overpricing),75000.0,100.0
79,Powai,mid,1,520,semi-furnished,9.0,2.83,,,85000,66074,18926,22.3,22.3,0,Listed above model (check overpricing),85000.0,104.0
80,Mahalaxmi,premium,2,883,semi-furnished,1.0,0.7,18.982069,72.831475,200000,163830,36170,18.1,18.1,0,Listed above model (check overpricing),350000.0,226.3
81,Malad East,budget,2,700,furnished,9.0,5.72,19.17738,72.87081,65000,86546,-21546,-33.1,33.1,0,Listed below model (possible underpricing),65000.0,92.5
82,Mulund East,budget,3,790,unfurnished,9.0,1.89,19.0865579894721,72.8810664643325,50000,88145,-38145,-76.3,76.3,0,Listed below model (possible underpricing),65000.0,74.69999999999999
83,Mulund West,budget,2,1000,furnished,18.0,1.89,19.0865579894721,72.8810664643325,50000,85397,-35397,-70.8,70.8,0,Listed below model (possible underpricing),62500.0,65.9
84,Malad West,budget,1,485,semi-furnished,22.0,5.52,19.191133,72.837761,48000,42220,5780,12.0,12.0,0,In line with model,60000.0,94.1
85,Chembur,mid,3,1225,furnished,6.0,0.31,19.055757,72.895153,111000,142369,-31369,-28.3,28.3,0,Listed below model (possible underpricing),85000.0,104.2
86,Andheri West,mid,3,1500,semi-furnished,5.0,3.73,19.129748,72.829156,90000,169080,-79080,-87.9,87.9,0,Listed below model (possible underpricing),95000.0,116.75
87,Sandesh Nagar,mid,1,265,semi-furnished,4.0,1.89,19.0865579894721,72.8810664643325,42000,33251,8749,20.8,20.8,0,Listed above model (check overpricing),100000.0,142.9
88,Marol,mid,1,300,furnished,9.0,0.14,19.1185099,72.8730234,30000,46017,-16017,-53.4,53.4,0,Listed below model (possible underpricing),82000.0,101.7
89,Sion,mid,1,450,furnished,2.0,0.73,19.052195,72.876823,50000,53700,-3700,-7.4,7.4,0,In line with model,52500.0,116.65
90,Peddar Road,premium,3,1785,furnished,9.0,1.31,18.9728939316747,72.8090716723819,375000,336377,38623,10.3,10.3,1,In line with model,375000.0,210.1
91,Bandra West,premium,4,1600,furnished,9.0,2.38,19.05955960049545,72.82952886074781,400000,406837,-6837,-1.7,1.7,0,In line with model,175000.0,188.2
92,Powai,mid,3,1365,semi-furnished,9.0,3.66,19.114579,72.912815,185000,200859,-15859,-8.6,8.6,0,In line with model,85000.0,104.0
93,Goregaon West,budget,6,3500,unknown,9.0,2.83,,,350000,426115,-76115,-21.7,21.7,0,Listed below model (possible underpricing),76000.0,98.2
94,Malad East,budget,2,455,semi-furnished,9.0,1.89,19.0865579894721,72.8810664643325,27000,50584,-23584,-87.3,87.3,0,Listed below model (possible underpricing),65000.0,92.5
95,Jogeshwari West,budget,3,1500,semi-furnished,10.0,3.41,19.142279,72.846198,120000,132796,-12796,-10.7,10.7,0,In line with model,85000.0,100.0
96,Bhandup West,budget,2,630,semi-furnished,9.0,4.15,19.155035,72.941318,45000,68501,-23501,-52.2,52.2,0,Listed below model (possible underpricing),46500.0,65.5
97,Kumbharwada,budget,2,532,semi-furnished,5.0,0.93,18.959038,72.827104,35000,48946,-13946,-39.8,39.8,1,Listed below model (possible underpricing),35000.0,65.8
98,Vikhroli West,budget,2,750,semi-furnished,12.0,4.74,19.109105,72.923653,65000,66441,-1441,-2.2,2.2,0,In line with model,65000.0,93.8
99,Powai,mid,1,425,unfurnished,6.0,2.08,19.121229,72.893097,55000,45780,9220,16.8,16.8,0,Listed above model (check overpricing),85000.0,104.0
100,Govandi,budget,5,777,furnished,12.0,1.59,19.060419,72.914432,56000,77791,-21791,-38.9,38.9,0,Listed below model (possible underpricing),56000.0,80.0
101,Malad West,budget,2,765,semi-furnished,32.0,5.56,19.191779,72.835777,95000,66579,28421,29.9,29.9,0,Listed above model (check overpricing),60000.0,94.1
102,Byculla,premium,2,750,semi-furnished,23.0,1.63,18.978219,72.840864,115000,121857,-6857,-6.0,6.0,0,In line with model,182500.0,156.5
103,Goregaon West,budget,2,800,furnished,9.0,2.83,,,99000,97501,1499,1.5,1.5,0,In line with model,76000.0,98.2
104,Ghatkopar East,budget,2,550,semi-furnished,12.0,4.28,19.088143,72.915071,50000,47752,2248,4.5,4.5,0,In line with model,75000.0,83.3
105,Powai,mid,1,650,semi-furnished,12.0,3.74,19.116994,72.913059,65000,67813,-2813,-4.3,4.3,0,In line with model,85000.0,104.0
106,Byculla West,premium,3,1450,unfurnished,45.0,0.8,18.973979,72.830296,220000,200021,19979,9.1,9.1,1,In line with model,220000.0,151.7
107,Borivali East,budget,5,445,semi-furnished,5.0,1.79,19.21938,72.85777,35000,43747,-8747,-25.0,25.0,0,Listed below model (possible underpricing),55000.0,77.15
108,Andheri East,budget,2,700,furnished,9.0,1.27,19.121292,72.884916,70000,83200,-13200,-18.9,18.9,0,Listed below model (possible underpricing),75000.0,100.0
109,Jogeshwari East,budget,2,625,unfurnished,22.0,2.08,19.138506,72.859044,80000,57254,22746,28.4,28.4,0,Listed above model (check overpricing),65000.0,100.0
110,Bandra East,mid,2,635,semi-furnished,3.0,1.0,19.060602,72.845185,90000,74660,15340,17.0,17.0,0,Listed above model (check overpricing),205000.0,136.0
111,Juhu,premium,2,807,furnished,9.0,2.83,,,285360,184055,101305,35.5,35.5,0,Listed above model (check overpricing),212500.0,190.5
112,Wadala East,mid,1,353,furnished,10.0,1.62,19.031484,72.881586,55000,40762,14238,25.9,25.9,0,Listed above model (check overpricing),90000.0,121.7
113,Malad East,budget,2,800,semi-furnished,21.0,5.79,19.178041,72.871778,65000,69956,-4956,-7.6,7.6,0,In line with model,65000.0,92.5
114,Malad East,budget,1,400,furnished,2.0,5.78,19.177851,72.869853,35000,38462,-3462,-9.9,9.9,0,In line with model,65000.0,92.5
115,Mulund West,budget,2,840,furnished,9.0,3.65,19.169956,72.931871,50000,91034,-41034,-82.1,82.1,0,Listed below model (possible underpricing),62500.0,65.9
116,Goregaon West,budget,2,650,furnished,12.0,5.5,19.163167,72.83922,140000,62227,77773,55.6,55.6,0,Listed above model (check overpricing),76000.0,98.2
117,Sakinaka,mid,3,924,semi-furnished,12.0,1.22,19.097184,72.884744,100000,100501,-501,-0.5,0.5,0,In line with model,65000.0,108.2
118,Worli,premium,1,480,unfurnished,13.0,0.75,19.014238,72.823164,80000,101668,-21668,-27.1,27.1,0,Listed below model (possible underpricing),290250.0,251.8
119,Powai,mid,2,723,furnished,20.0,4.34,19.118357,72.91856,115000,84576,30424,26.5,26.5,0,Listed above model (check overpricing),85000.0,104.0
120,Ghatkopar East,budget,2,755,semi-furnished,6.0,3.11,19.079073,72.907978,75500,63242,12258,16.2,16.2,0,Listed above model (check overpricing),75000.0,83.3
121,Wadala East,mid,2,1000,semi-furnished,10.0,2.81,19.02311,72.865931,85000,115960,-30960,-36.4,36.4,0,Listed below model (possible underpricing),90000.0,121.7
122,Khar West,premium,2,910,furnished,3.0,1.54,19.069785,72.834683,210000,174581,35419,16.9,16.9,0,Listed above model (check overpricing),140000.0,200.0
123,Oshiwara,mid,3,1119,semi-furnished,24.0,1.89,19.0865579894721,72.8810664643325,185000,131092,53908,29.1,29.1,0,Listed above model (check overpricing),120000.0,141.8
124,Malad West,budget,2,740,semi-furnished,10.0,6.35,19.179695,72.846652,65000,65556,-556,-0.9,0.9,0,In line with model,60000.0,94.1
125,Malad East,budget,1,475,semi-furnished,9.0,5.73,19.177501,72.876135,54000,50691,3309,6.1,6.1,0,In line with model,65000.0,92.5
126,Kamala Mill,premium,2,650,furnished,2.0,2.78,19.0594403,72.9304385,130000,101091,28909,22.2,22.2,1,Listed above model (check overpricing),130000.0,200.0
127,Shimpoli,premium,1,181,unfurnished,9.0,2.83,,,35000,34965,35,0.1,0.1,1,In line with model,35000.0,193.4
128,Ghatkopar East,budget,2,750,unfurnished,12.0,2.91,19.0784,72.9032,75000,61875,13125,17.5,17.5,0,Listed above model (check overpricing),75000.0,83.3
129,Kurla,budget,1,440,unfurnished,7.0,2.23,19.0672,72.8767,40000,38691,1309,3.3,3.3,1,In line with model,40000.0,90.9
130,Mindspace,premium,3,1140,furnished,9.0,2.83,,,190000,223668,-33668,-17.7,17.7,1,Listed below model (possible underpricing),190000.0,166.7
131,Byculla,premium,3,1565,semi-furnished,9.0,1.63,18.978219,72.840864,250000,338407,-88407,-35.4,35.4,0,Listed below model (possible underpricing),182500.0,156.5
132,Borivali West,budget,1,450,semi-furnished,5.0,2.49,19.2277714234062,72.8405237342107,40000,37740,2260,5.6,5.6,0,In line with model,40000.0,88.9
133,Goregaon West,budget,3,882,furnished,2.0,5.86,19.172208,72.846954,90000,89475,525,0.6,0.6,0,In line with model,76000.0,98.2
134,Khar West,premium,1,460,unfurnished,9.0,2.83,,,165000,109876,55124,33.4,33.4,0,Listed above model (check overpricing),140000.0,200.0
135,Parel,premium,2,952,semi-furnished,9.0,1.85,18.995353,72.838313,135000,208226,-73226,-54.2,54.2,0,Listed below model (possible underpricing),135000.0,157.9
136,Santacruz West,premium,3,1100,unfurnished,9.0,0.72,19.079075,72.84031667,225000,218322,6678,3.0,3.0,0,In line with model,177500.0,159.5
137,Shashtri Nagar,premium,4,1450,furnished,9.0,4.52,19.138789,72.828837,251000,274958,-23958,-9.5,9.5,1,In line with model,251000.0,173.1
138,Goregaon West,budget,2,700,furnished,9.0,2.83,,,105000,79072,25928,24.7,24.7,0,Listed above model (check overpricing),76000.0,98.2
139,Worli,premium,4,3200,furnished,1.0,0.1,18.9986406,72.8173599,800000,708489,91511,11.4,11.4,0,In line with model,290250.0,251.8
140,Parel,premium,1,500,furnished,12.0,0.91,19.008201,72.833958,80000,86896,-6896,-8.6,8.6,0,In line with model,135000.0,157.9
141,Mahalaxmi,premium,3,1622,semi-furnished,34.0,0.7,18.982069,72.831475,235000,317281,-82281,-35.0,35.0,0,Listed below model (possible underpricing),350000.0,226.3
142,Goregaon West,budget,5,550,semi-furnished,3.0,6.11,19.16467666,72.83242502,45000,56737,-11737,-26.1,26.1,0,Listed below model (possible underpricing),76000.0,98.2
143,Sion,mid,1,400,semi-furnished,9.0,2.83,,,160000,54232,105768,66.1,66.1,0,Listed above model (check overpricing),52500.0,116.65
144,Goregaon East,budget,2,713,furnished,28.0,5.33,19.169767,72.852983,85000,67807,17193,20.2,20.2,0,Listed above model (check overpricing),75000.0,98.25
145,Lower Parel,premium,3,2060,semi-furnished,19.0,0.93,19.0078,72.832977,351000,358654,-7654,-2.2,2.2,0,In line with model,280000.0,181.35
146,Asha Nagar,budget,1,450,semi-furnished,9.0,2.92,19.168134,72.9423656,32000,50298,-18298,-57.2,57.2,1,Listed below model (possible underpricing),32000.0,71.1
147,Goregaon West,budget,4,2800,furnished,30.0,4.57,19.15205,72.8400958,350000,267656,82344,23.5,23.5,0,Listed above model (check overpricing),76000.0,98.2
148,Malad East,budget,2,750,semi-furnished,9.0,5.79,19.177528,72.865805,65000,80284,-15284,-23.5,23.5,0,Listed below model (possible underpricing),65000.0,92.5
149,Sion,mid,2,570,semi-furnished,4.0,0.9,19.0427504,72.87074799999999,45000,65537,-20537,-45.6,45.6,0,Listed below model (possible underpricing),52500.0,116.65
150,Chunabhatti,mid,1,450,semi-furnished,6.0,0.83,19.05318018,72.8771438,46000,47148,-1148,-2.5,2.5,1,In line with model,46000.0,102.2
151,Mulund East,budget,3,1054,semi-furnished,7.0,1.94,19.169745,72.963963,80000,88373,-8373,-10.5,10.5,0,In line with model,65000.0,74.69999999999999
152,Goregaon East,budget,1,430,furnished,7.0,5.82,19.177784,72.865787,42000,40274,1726,4.1,4.1,0,In line with model,75000.0,98.25
153,Andheri East,budget,3,1200,semi-furnished,9.0,2.83,,,180000,130320,49680,27.6,27.6,0,Listed above model (check overpricing),75000.0,100.0
154,Tardeo,premium,2,580,semi-furnished,36.0,0.57,18.9657267,72.81327519999999,90000,92432,-2432,-2.7,2.7,0,In line with model,90000.0,155.2
155,Powai,mid,2,1250,semi-furnished,12.0,3.82,19.116687,72.913884,135000,128500,6500,4.8,4.8,0,In line with model,85000.0,104.0
156,Goregaon West,budget,2,950,unfurnished,12.0,5.31,19.160017,72.838296,75000,86237,-11237,-15.0,15.0,0,Listed below model (possible underpricing),76000.0,98.2
157,Santacruz East,budget,1,308,semi-furnished,1.0,1.52,19.073108,72.863434,35000,26615,8385,24.0,24.0,0,Listed above model (check overpricing),74000.0,89.65
158,Goregaon East,budget,1,425,furnished,666.0,5.85,19.178495,72.869884,32000,43911,-11911,-37.2,37.2,0,Listed below model (possible underpricing),75000.0,98.25
159,Santacruz East,budget,2,500,furnished,3.0,0.31,19.078878366499616,72.85003066062927,45000,47458,-2458,-5.5,5.5,0,In line with model,74000.0,89.65
160,Kandivali East,budget,1,700,unfurnished,19.0,4.42,19.195089,72.868001,35000,51675,-16675,-47.6,47.6,0,Listed below model (possible underpricing),71500.0,52.15
161,Malad West,budget,2,760,furnished,9.0,2.83,,,110000,91978,18022,16.4,16.4,0,Listed above model (check overpricing),60000.0,94.1
162,Kherwadi,premium,3,866,furnished,20.0,0.95,19.0620442,72.84579839999999,170000,129975,40025,23.5,23.5,1,Listed above model (check overpricing),170000.0,196.3
163,Powai,mid,3,800,semi-furnished,1002.0,3.71,19.118103,72.912369,130000,104040,25960,20.0,20.0,0,Listed above model (check overpricing),85000.0,104.0
164,Andheri East,budget,1,400,semi-furnished,9.0,0.16,19.117192,72.872057,41000,43864,-2864,-7.0,7.0,0,In line with model,75000.0,100.0
165,Borivali West,budget,1,450,furnished,4.0,1.92,19.2424712906651,72.8458664895492,40000,41042,-1042,-2.6,2.6,0,In line with model,40000.0,88.9
166,Kanjurmarg East,budget,3,1080,furnished,12.0,6.47,19.133424,72.9348,110000,106449,3551,3.2,3.2,0,In line with model,73000.0,92.3
167,Prabhadevi,premium,3,1300,semi-furnished,15.0,0.58,19.010713,72.830626,400000,214640,185360,46.3,46.3,0,Listed above model (check overpricing),272500.0,183.3
168,Bandra West,premium,3,1000,furnished,9.0,2.62,19.05969833,72.82694667,150000,256346,-106346,-70.9,70.9,0,Listed below model (possible underpricing),175000.0,188.2
169,Chembur,mid,3,1130,furnished,9.0,2.83,,,417930,157188,260742,62.4,62.4,0,Listed above model (check overpricing),85000.0,104.2
170,Govandi,budget,5,600,unfurnished,12.0,1.59,19.060419,72.914432,48000,59829,-11829,-24.6,24.6,0,Listed below model (possible underpricing),56000.0,80.0
171,Borivali East,budget,3,1580,furnished,15.0,2.09,19.2160770573922,72.8666659950415,97000,132648,-35648,-36.8,36.8,0,Listed below model (possible underpricing),55000.0,77.15
172,Chembur,mid,3,1220,furnished,6.0,0.31,19.055757,72.895153,110000,137735,-27735,-25.2,25.2,0,Listed below model (possible underpricing),85000.0,104.2
173,Dahisar East,budget,2,656,semi-furnished,16.0,0.59,19.24848,72.86442,58000,55444,2556,4.4,4.4,0,In line with model,36000.0,88.4
174,Powai,mid,2,600,furnished,7.0,3.71,19.118103,72.912369,111000,72199,38801,35.0,35.0,0,Listed above model (check overpricing),85000.0,104.0
175,Juhu,premium,2,600,furnished,1.0,3.25,19.11436,72.82445,90000,120266,-30266,-33.6,33.6,0,Listed below model (possible underpricing),212500.0,190.5
176,Jogeshwari West,budget,2,850,furnished,4.0,4.42,19.140744,72.834016,85000,79242,5758,6.8,6.8,0,In line with model,85000.0,100.0
177,Worli,premium,2,900,furnished,2.0,0.22,18.997648,72.81563,150000,205967,-55967,-37.3,37.3,0,Listed below model (possible underpricing),290250.0,251.8
