listing_id,locality,tier,bhk,area_sqft,furnishing,floor,metro_km,lat,lng,actual_rent,predicted_rent,error,pct_error,abs_pct_error,solo_locality,pricing_flag,median_rent,median_rent_per_sqft
714,Versova,premium,2,1100,furnished,12.0,5.15,19.1320209,72.8136021,160000,180249,-20249,-12.7,12.7,0,In line with model,99000.0,145.5
715,Worli,premium,3,1546,unfurnished,10.0,1.07,19.004355,72.82844,600000,314364,285636,47.6,47.6,0,Listed above model (check overpricing),290250.0,251.8
716,Worli,premium,2,1000,unfurnished,3.0,0.61,19.000916,72.812929,200000,210021,-10021,-5.0,5.0,0,In line with model,290250.0,251.8
717,Goregaon West,budget,2,617,semi-furnished,23.0,5.7,19.167242,72.841577,63000,55077,7923,12.6,12.6,0,In line with model,76000.0,98.2
718,Sandesh Nagar,mid,1,400,semi-furnished,22.0,1.89,19.0865579894721,72.8810664643325,45000,48319,-3319,-7.4,7.4,0,In line with model,100000.0,142.9
719,Mahalaxmi,premium,4,2400,unfurnished,40.0,0.79,18.986985,72.827622,700000,469627,230373,32.9,32.9,0,Listed above model (check overpricing),350000.0,226.3
720,Powai,mid,3,1450,semi-furnished,10.0,2.08,19.121229,72.893097,150000,156015,-6015,-4.0,4.0,0,In line with model,85000.0,104.0
721,Prabhadevi,premium,5,2475,unfurnished,44.0,0.58,19.010713,72.830626,750000,438949,311051,41.5,41.5,0,Listed above model (check overpricing),272500.0,183.3
722,Wadala,mid,1,400,semi-furnished,6.0,2.83,19.014836,72.864527,40000,47127,-7127,-17.8,17.8,0,Listed below model (possible underpricing),160000.0,131.15
723,Chembur,mid,2,720,furnished,2.0,0.99,19.060533,72.899292,75000,82989,-7989,-10.7,10.7,0,In line with model,85000.0,104.2
724,Chembur,mid,2,1000,furnished,6.0,0.77,19.057817,72.905302,80000,112465,-32465,-40.6,40.6,0,Listed below model (possible underpricing),85000.0,104.2
725,Prabhadevi,premium,3,1850,semi-furnished,9.0,0.64,19.011085,72.827505,250000,461531,-211531,-84.6,84.6,0,Listed below model (possible underpricing),272500.0,183.3
726,Chembur,mid,2,750,unfurnished,5.0,0.31,19.05433,72.88986,75000,80000,-5000,-6.7,6.7,0,In line with model,85000.0,104.2
727,Bandra West,premium,3,1100,semi-furnished,1.0,2.38,19.0595596,72.8295287,130000,211984,-81984,-63.1,63.1,0,Listed below model (possible underpricing),175000.0,188.2
728,Malad West,budget,1,450,semi-furnished,2.0,6.74,19.178195,72.83976667,45000,39635,5365,11.9,11.9,0,In line with model,60000.0,94.1
729,Goregaon West,budget,2,1090,semi-furnished,3.0,5.89,19.170528,72.843357,80000,93645,-13645,-17.1,17.1,0,Listed below model (possible underpricing),76000.0,98.2
730,Ghatkopar West,mid,2,730,semi-furnished,8.0,4.25,19.0973596616911,72.9173035525092,82000,84297,-2297,-2.8,2.8,0,In line with model,119000.0,116.75
731,Wadala,mid,3,1200,semi-furnished,18.0,0.9,19.037785,72.878098,170000,139013,30987,18.2,18.2,0,Listed above model (check overpricing),160000.0,131.15
732,Chembur,mid,1,408,semi-furnished,5.0,0.86,19.059386,72.903145,53000,44616,8384,15.8,15.8,0,Listed above model (check overpricing),85000.0,104.2
733,Colaba,premium,1,480,furnished,2.0,0.26,18.911584,72.822016,90000,85483,4517,5.0,5.0,0,In line with model,82500.0,174.25
734,Bandra East,mid,3,1600,semi-furnished,12.0,1.05,19.062266,72.86457,160000,182458,-22458,-14.0,14.0,0,In line with model,205000.0,136.0
735,Kanjurmarg East,budget,2,797,semi-furnished,22.0,6.47,19.133424,72.9348,73000,70640,2360,3.2,3.2,0,In line with model,73000.0,92.3
736,Chembur,mid,5,620,unfurnished,10.0,0.22,19.05254334,72.89162912,55000,78618,-23618,-42.9,42.9,0,Listed below model (possible underpricing),85000.0,104.2
737,Andheri West,mid,2,750,unfurnished,3.0,4.7,19.13026675,72.81750143,95000,85152,9848,10.4,10.4,0,In line with model,95000.0,116.75
738,Goregaon East,budget,2,905,furnished,13.0,4.02,19.155237,72.851275,90000,83346,6654,7.4,7.4,0,In line with model,75000.0,98.25
739,Chembur,mid,5,900,semi-furnished,9.0,1.01,19.063173,72.891839,95000,110462,-15462,-16.3,16.3,0,Listed below model (possible underpricing),85000.0,104.2
740,Andheri West,mid,3,1500,furnished,72.0,5.42,19.1453749,72.8238743,130000,181132,-51132,-39.3,39.3,0,Listed below model (possible underpricing),95000.0,116.75
741,Goregaon West,budget,3,1650,semi-furnished,14.0,5.95,19.17054,72.842409,140000,146252,-6252,-4.5,4.5,0,In line with model,76000.0,98.2
742,Bhandup West,budget,3,1460,semi-furnished,6.0,5.94,19.140886,72.933037,87000,121282,-34282,-39.4,39.4,0,Listed below model (possible underpricing),46500.0,65.5
743,Andheri West,mid,3,1200,semi-furnished,12.0,3.33,19.123779,72.828676,150000,136605,13395,8.9,8.9,0,In line with model,95000.0,116.75
744,Chembur,mid,3,1300,semi-furnished,7.0,0.51,19.055746,72.904205,110000,138520,-28520,-25.9,25.9,0,Listed below model (possible underpricing),85000.0,104.2
745,Vile Parle West,mid,3,2000,unfurnished,19.0,3.06,19.1113842,72.82546099999999,275000,205251,69749,25.4,25.4,1,Listed above model (check overpricing),275000.0,137.5
746,Vikhroli East,premium,2,850,semi-furnished,8.0,5.09,19.103757,72.926802,73000,144851,-71851,-98.4,98.4,0,Listed below model (possible underpricing),180000.0,166.7
747,Malad East,budget,2,600,unfurnished,5.0,6.08,19.180089,72.859428,55000,53644,1356,2.5,2.5,0,In line with model,65000.0,92.5
748,Chembur,mid,2,750,semi-furnished,5.0,0.5,19.056044,72.903236,85000,80216,4784,5.6,5.6,0,In line with model,85000.0,104.2
749,Shapur Baug,budget,1,835,unfurnished,1.0,0.25,18.961649,72.819807,75000,68494,6506,8.7,8.7,1,In line with model,75000.0,89.8
750,Malad East,budget,1,420,semi-furnished,7.0,5.79,19.177528,72.865805,45500,36201,9299,20.4,20.4,0,Listed above model (check overpricing),65000.0,92.5
751,Goregaon East,budget,3,1360,furnished,15.0,3.04,19.146015,72.854033,150000,127660,22340,14.9,14.9,0,In line with model,75000.0,98.25
752,Chembur,mid,2,800,semi-furnished,5.0,1.58,19.0502009,72.9217999,75000,83287,-8287,-11.0,11.0,0,In line with model,85000.0,104.2
753,Goregaon East,budget,1,420,furnished,20.0,5.06,19.1893106,72.8582058,52000,39128,12872,24.8,24.8,0,Listed above model (check overpricing),75000.0,98.25
754,Chembur,mid,3,1300,semi-furnished,10.0,0.15,19.05305,72.901847,120000,136635,-16635,-13.9,13.9,0,In line with model,85000.0,104.2
755,Goregaon West,budget,2,677,semi-furnished,15.0,4.56,19.159442,72.848643,63000,60771,2229,3.5,3.5,0,In line with model,76000.0,98.2
756,Wadala,mid,2,650,semi-furnished,13.0,2.74,19.0240495938634,72.8665027514191,68000,78272,-10272,-15.1,15.1,0,Listed below model (possible underpricing),160000.0,131.15
757,Colaba,premium,1,600,semi-furnished,5.0,0.85,18.917765,72.828714,75000,101048,-26048,-34.7,34.7,0,Listed below model (possible underpricing),82500.0,174.25
758,Goregaon West,budget,2,617,semi-furnished,12.0,5.7,19.167242,72.841577,60000,56214,3786,6.3,6.3,0,In line with model,76000.0,98.2
759,Jogeshwari East,budget,1,470,furnished,6.0,1.47,19.13881,72.8702,55000,43573,11427,20.8,20.8,0,Listed above model (check overpricing),65000.0,100.0
760,Chembur,mid,3,1200,furnished,8.0,0.6,19.0528124128104,72.9094195814022,125000,140988,-15988,-12.8,12.8,0,In line with model,85000.0,104.2
761,Chembur,mid,1,550,semi-furnished,5.0,1.01,19.063173,72.891839,55000,55327,-327,-0.6,0.6,0,In line with model,85000.0,104.2
762,Goregaon West,budget,1,450,furnished,5.0,5.69,19.162009,72.835253,41000,41916,-916,-2.2,2.2,0,In line with model,76000.0,98.2
763,Malad West,budget,3,900,semi-furnished,9.0,5.32,19.190241,72.844093,85000,80933,4067,4.8,4.8,0,In line with model,60000.0,94.1
764,Malad East,budget,1,420,semi-furnished,12.0,5.12,19.1887872,72.8586194,40000,36599,3401,8.5,8.5,0,In line with model,65000.0,92.5
765,Chembur,mid,3,1400,semi-furnished,8.0,1.15,19.064278,72.890799,130000,149956,-19956,-15.4,15.4,0,Listed below model (possible underpricing),85000.0,104.2
766,Chembur,mid,3,1100,semi-furnished,5.0,0.99,19.057051,72.909363,100000,118806,-18806,-18.8,18.8,0,Listed below model (possible underpricing),85000.0,104.2
767,Andheri West,mid,3,1150,furnished,12.0,2.39,19.122741,72.839941,140000,136923,3077,2.2,2.2,0,In line with model,95000.0,116.75
768,Ghatkopar West,mid,1,410,furnished,7.0,3.9,19.095964,72.913279,43000,50836,-7836,-18.2,18.2,0,Listed below model (possible underpricing),119000.0,116.75
769,Malad West,budget,3,1065,semi-furnished,15.0,5.56,19.19163,72.836138,110000,94686,15314,13.9,13.9,0,In line with model,60000.0,94.1
770,Andheri West,mid,2,700,semi-furnished,12.0,3.5,19.133574,72.838273,70000,80032,-10032,-14.3,14.3,0,In line with model,95000.0,116.75
771,Chembur,mid,3,1200,semi-furnished,5.0,0.4,19.046515,72.903454,105000,130082,-25082,-23.9,23.9,0,Listed below model (possible underpricing),85000.0,104.2
772,Goregaon West,budget,2,618,semi-furnished,21.0,3.93,19.151208,72.847498,60000,55439,4561,7.6,7.6,0,In line with model,76000.0,98.2
773,Goregaon East,budget,2,690,semi-furnished,5.0,5.91,19.179149,72.872283,65000,62122,2878,4.4,4.4,0,In line with model,75000.0,98.25
774,Wadala,mid,2,680,semi-furnished,6.0,1.91,19.009445,72.849446,62000,80234,-18234,-29.4,29.4,0,Listed below model (possible underpricing),160000.0,131.15
775,Goregaon West,budget,3,1088,semi-furnished,25.0,3.86,19.150469,72.84766,110000,97498,12502,11.4,11.4,0,In line with model,76000.0,98.2
776,Malad East,budget,2,700,unfurnished,5.0,6.08,19.180089,72.859428,55000,61765,-6765,-12.3,12.3,0,In line with model,65000.0,92.5
777,Chembur,mid,4,1400,semi-furnished,5.0,0.17,19.053177,72.901483,160000,156473,3527,2.2,2.2,0,In line with model,85000.0,104.2
778,Goregaon West,budget,2,629,semi-furnished,15.0,3.75,19.150754,72.849549,62000,56396,5604,9.0,9.0,0,In line with model,76000.0,98.2
779,Worli,premium,5,2900,semi-furnished,67.0,1.07,19.004355,72.82844,1000000,626016,373984,37.4,37.4,0,Listed above model (check overpricing),290250.0,251.8
780,Goregaon West,budget,2,617,semi-furnished,6.0,5.7,19.167242,72.841577,65000,56049,8951,13.8,13.8,0,In line with model,76000.0,98.2
781,Malad East,budget,1,350,unfurnished,9.0,2.83,,,75000,35992,39008,52.0,52.0,0,Listed above model (check overpricing),65000.0,92.5
782,Andheri East,budget,1,490,furnished,5.0,0.65,19.1143,72.868353,59000,43574,15426,26.1,26.1,0,Listed above model (check overpricing),75000.0,100.0
783,Ghatkopar West,mid,3,1055,unfurnished,4.0,4.49,19.098048,72.919816,139500,121916,17584,12.6,12.6,0,In line with model,119000.0,116.75
784,Jogeshwari West,budget,5,550,unfurnished,13.0,4.82,19.144726,72.832347,60000,57343,2657,4.4,4.4,0,In line with model,85000.0,100.0
785,Malad East,budget,2,950,furnished,4.0,5.64,19.1765340868467,72.8695313967914,55000,87201,-32201,-58.5,58.5,0,Listed below model (possible underpricing),65000.0,92.5
786,Chembur,mid,3,1500,semi-furnished,5.0,0.15,19.046815,72.907696,200000,159536,40464,20.2,20.2,0,Listed above model (check overpricing),85000.0,104.2
787,Chembur,mid,3,1430,semi-furnished,5.0,0.23,19.048623,72.904923,125000,152717,-27717,-22.2,22.2,0,Listed below model (possible underpricing),85000.0,104.2
788,Andheri West,mid,3,1116,furnished,37.0,5.4,19.151867,72.830203,240000,141705,98295,41.0,41.0,0,Listed above model (check overpricing),95000.0,116.75
789,Andheri West,mid,2,1000,furnished,92.0,4.8,19.138106,72.823736,75000,118367,-43367,-57.8,57.8,0,Listed below model (possible underpricing),95000.0,116.75
790,Chembur,mid,3,1300,furnished,5.0,0.51,19.055746,72.904205,140000,145249,-5249,-3.7,3.7,0,In line with model,85000.0,104.2
791,Goregaon West,budget,2,775,semi-furnished,15.0,4.55,19.154588,72.842697,81000,67991,13009,16.1,16.1,0,Listed above model (check overpricing),76000.0,98.2
792,Chembur,mid,2,650,semi-furnished,3.0,0.29,19.05210853,72.89103689,70000,69456,544,0.8,0.8,0,In line with model,85000.0,104.2
793,Goregaon East,budget,1,450,furnished,6.0,5.85,19.178495,72.869884,30000,42959,-12959,-43.2,43.2,0,Listed below model (possible underpricing),75000.0,98.25
794,Chembur,mid,5,500,semi-furnished,5.0,0.06,19.0544711417848,72.892334443609,50000,63871,-13871,-27.7,27.7,0,Listed below model (possible underpricing),85000.0,104.2
795,Goregaon West,budget,5,908,semi-furnished,6.0,4.55,19.154588,72.842697,85000,89635,-4635,-5.5,5.5,0,In line with model,76000.0,98.2
796,Andheri West,mid,3,1900,semi-furnished,52.0,3.37,19.12316,72.827686,250000,206588,43412,17.4,17.4,0,Listed above model (check overpricing),95000.0,116.75
797,Goregaon West,budget,2,672,semi-furnished,15.0,5.86,19.172208,72.846954,63000,60179,2821,4.5,4.5,0,In line with model,76000.0,98.2
798,Goregaon West,budget,5,710,semi-furnished,10.0,6.37,19.167663,72.832131,70000,71571,-1571,-2.2,2.2,0,In line with model,76000.0,98.2
799,Chembur,mid,2,800,semi-furnished,9.0,0.1,19.0520183815238,72.902723851151,90000,84178,5822,6.5,6.5,0,In line with model,85000.0,104.2
800,Chembur,mid,2,750,semi-furnished,5.0,0.6,19.057839,72.896969,95000,77827,17173,18.1,18.1,0,Listed above model (check overpricing),85000.0,104.2
801,Goregaon West,budget,2,950,furnished,12.0,5.71,19.160766,72.833757,80000,89196,-9196,-11.5,11.5,0,In line with model,76000.0,98.2
802,Malad West,budget,2,805,semi-furnished,15.0,5.56,19.19163,72.836138,80000,69684,10316,12.9,12.9,0,In line with model,60000.0,94.1
803,Ghatkopar East,budget,2,900,semi-furnished,22.0,2.68,19.073572,72.912492,75000,74935,65,0.1,0.1,0,In line with model,75000.0,83.3
804,Goregaon East,budget,4,1850,furnished,9.0,2.83,,,145000,209809,-64809,-44.7,44.7,0,Listed below model (possible underpricing),75000.0,98.25
805,Santacruz East,budget,1,550,furnished,10.0,0.7,19.0831916121885,72.8522934931045,55000,47292,7708,14.0,14.0,0,In line with model,74000.0,89.65
806,Chembur,mid,2,750,unfurnished,11.0,0.15,19.0522115,72.900522,80000,79958,42,0.1,0.1,0,In line with model,85000.0,104.2
807,Lower Parel,premium,2,950,semi-furnished,40.0,0.93,19.0078,72.832977,325000,157859,167141,51.4,51.4,0,Listed above model (check overpricing),280000.0,181.35
808,Chembur,mid,2,750,semi-furnished,5.0,1.3,19.051756,72.918625,83000,78292,4708,5.7,5.7,0,In line with model,85000.0,104.2
809,Lower Parel,premium,2,1600,unfurnished,19.0,0.83,19.003329,72.824829,260000,277618,-17618,-6.8,6.8,0,In line with model,280000.0,181.35
810,Andheri West,mid,2,570,semi-furnished,22.0,4.52,19.146006,72.836274,70000,64495,5505,7.9,7.9,0,In line with model,95000.0,116.75
811,Mahim West,premium,3,1400,semi-furnished,16.0,0.23,19.0372216153893,72.8437586631216,210000,267995,-57995,-27.6,27.6,0,Listed below model (possible underpricing),220000.0,197.55
812,Malad East,budget,1,410,furnished,13.0,4.84,19.191098,72.862479,47000,38737,8263,17.6,17.6,0,Listed above model (check overpricing),65000.0,92.5
813,Goregaon West,budget,3,1200,unfurnished,6.0,5.48,19.1629924,72.8393019,65000,112577,-47577,-73.2,73.2,0,Listed below model (possible underpricing),76000.0,98.2
814,Oshiwara,mid,2,900,furnished,9.0,4.83,19.145734,72.832757,120000,155020,-35020,-29.2,29.2,0,Listed below model (possible underpricing),120000.0,141.8
815,Goregaon West,budget,1,440,unfurnished,7.0,5.7,19.167242,72.841577,45000,40415,4585,10.2,10.2,0,In line with model,76000.0,98.2
816,Deonar,mid,4,1500,semi-furnished,8.0,0.92,19.050512,72.915343,300000,178565,121435,40.5,40.5,0,Listed above model (check overpricing),95000.0,136.4
817,Malad West,budget,2,629,furnished,20.0,6.18,19.202248,72.815244,68000,60259,7741,11.4,11.4,0,In line with model,60000.0,94.1
818,Dadar West,mid,3,1100,semi-furnished,4.0,1.89,19.0865579894721,72.8810664643325,135000,128606,6394,4.7,4.7,0,In line with model,130000.0,122.7
819,Chembur,mid,3,1500,furnished,11.0,0.38,19.051299,72.906677,130000,165522,-35522,-27.3,27.3,0,Listed below model (possible underpricing),85000.0,104.2
820,Goregaon West,budget,2,800,semi-furnished,19.0,5.3,19.160497,72.838856,65000,71198,-6198,-9.5,9.5,0,In line with model,76000.0,98.2
821,Goregaon West,budget,2,1090,semi-furnished,12.0,5.89,19.170528,72.843357,80000,93441,-13441,-16.8,16.8,0,Listed below model (possible underpricing),76000.0,98.2
822,Malad West,budget,2,660,unfurnished,6.0,6.11,19.201347,72.816842,47000,61213,-14213,-30.2,30.2,0,Listed below model (possible underpricing),60000.0,94.1
823,Goregaon West,budget,2,700,semi-furnished,12.0,5.03,19.1593,72.8413,61000,62403,-1403,-2.3,2.3,0,In line with model,76000.0,98.2
824,Malad West,budget,2,700,unfurnished,17.0,5.61,19.202425,72.822057,65000,62826,2174,3.3,3.3,0,In line with model,60000.0,94.1
825,Mahalaxmi,premium,3,1100,unfurnished,45.0,0.43,18.983085,72.826831,260000,215324,44676,17.2,17.2,0,Listed above model (check overpricing),350000.0,226.3
826,Chembur,mid,3,1000,unfurnished,10.0,0.15,19.0522115,72.900522,100000,114219,-14219,-14.2,14.2,0,In line with model,85000.0,104.2
827,Wadala,mid,3,1550,unfurnished,30.0,0.91,19.037684,72.879023,200000,185428,14572,7.3,7.3,0,In line with model,160000.0,131.15
828,Chembur,mid,2,800,semi-furnished,7.0,1.14,19.064213,72.890925,90000,86161,3839,4.3,4.3,0,In line with model,85000.0,104.2
829,Goregaon West,budget,5,908,semi-furnished,16.0,4.55,19.154588,72.842697,90000,89497,503,0.6,0.6,0,In line with model,76000.0,98.2
830,Malad West,budget,2,613,semi-furnished,9.0,5.5,19.191742,72.837065,65000,54692,10308,15.9,15.9,0,Listed above model (check overpricing),60000.0,94.1
831,Goregaon East,budget,5,1370,semi-furnished,12.0,3.65,19.154105,72.85579,175000,132562,42438,24.3,24.3,0,Listed above model (check overpricing),75000.0,98.25
832,Goregaon West,budget,3,1022,semi-furnished,3.0,5.41,19.165024,72.84298,92000,93111,-1111,-1.2,1.2,0,In line with model,76000.0,98.2
833,Worli,premium,3,2200,unfurnished,20.0,1.02,19.00224,72.826286,540000,458467,81533,15.1,15.1,0,Listed above model (check overpricing),290250.0,251.8
834,Malad West,budget,3,1150,semi-furnished,25.0,5.56,19.19163,72.836138,125000,103888,21112,16.9,16.9,0,Listed above model (check overpricing),60000.0,94.1
835,Goregaon West,budget,3,1650,semi-furnished,15.0,5.95,19.17054,72.842409,125000,142821,-17821,-14.3,14.3,0,In line with model,76000.0,98.2
836,Malad West,budget,1,427,semi-furnished,9.0,5.32,19.190241,72.844093,43000,37641,5359,12.5,12.5,0,In line with model,60000.0,94.1
837,Goregaon West,budget,2,618,semi-furnished,6.0,3.93,19.151208,72.847498,65000,54831,10169,15.6,15.6,0,Listed above model (check overpricing),76000.0,98.2
838,Chembur,mid,3,1327,unfurnished,3.0,0.81,19.058636,72.904206,145000,146753,-1753,-1.2,1.2,0,In line with model,85000.0,104.2
839,Malad West,budget,2,700,furnished,1.0,4.65,19.196328,72.845351,55000,65476,-10476,-19.0,19.0,0,Listed below model (possible underpricing),60000.0,94.1
840,Wadala,mid,3,1322,unfurnished,23.0,0.91,19.037684,72.879023,200000,153367,46633,23.3,23.3,0,Listed above model (check overpricing),160000.0,131.15
841,Malad West,budget,2,730,semi-furnished,25.0,4.97,19.197149,72.837362,60000,63626,-3626,-6.0,6.0,0,In line with model,60000.0,94.1
842,Mahalaxmi,premium,4,1850,unfurnished,30.0,0.43,18.983085,72.826831,420000,370914,49086,11.7,11.7,0,In line with model,350000.0,226.3
843,Mulund West,budget,3,1080,semi-furnished,10.0,4.46,19.150939,72.943155,65000,88507,-23507,-36.2,36.2,0,Listed below model (possible underpricing),62500.0,65.9
844,Lower Parel,premium,1,400,furnished,12.0,1.27,19.003288,72.82999,58000,75803,-17803,-30.7,30.7,0,Listed below model (possible underpricing),280000.0,181.35
845,Malad West,budget,2,620,furnished,18.0,6.18,19.202248,72.815244,60000,59367,633,1.1,1.1,0,In line with model,60000.0,94.1
846,Andheri West,mid,3,950,furnished,9.0,2.47,19.125058,72.842295,125000,138516,-13516,-10.8,10.8,0,In line with model,95000.0,116.75
847,Chembur,mid,2,750,semi-furnished,5.0,1.01,19.063173,72.891839,77000,79881,-2881,-3.7,3.7,0,In line with model,85000.0,104.2
848,Goregaon East,budget,3,1400,furnished,18.0,4.41,19.161617,72.855297,135000,128705,6295,4.7,4.7,0,In line with model,75000.0,98.25
849,Malad East,budget,1,419,unfurnished,14.0,6.08,19.180089,72.859428,37000,35866,1134,3.1,3.1,0,In line with model,65000.0,92.5
850,Goregaon East,budget,1,440,semi-furnished,6.0,3.43,19.1544212924512,72.88634604823,47000,37635,9365,19.9,19.9,0,Listed above model (check overpricing),75000.0,98.25
851,Kanjurmarg East,budget,2,650,semi-furnished,3.0,6.11,19.129465,72.932323,60000,57247,2753,4.6,4.6,0,In line with model,73000.0,92.3
852,Goregaon West,budget,2,915,semi-furnished,20.0,6.16,19.170677,72.839021,75000,80540,-5540,-7.4,7.4,0,In line with model,76000.0,98.2
853,Malad East,budget,2,905,semi-furnished,24.0,5.79,19.178041,72.871778,75000,78409,-3409,-4.5,4.5,0,In line with model,65000.0,92.5
854,Andheri West,mid,1,500,semi-furnished,9.0,2.83,,,100000,64747,35253,35.3,35.3,0,Listed above model (check overpricing),95000.0,116.75
855,Malad West,budget,2,700,furnished,2.0,6.57,19.180692,72.837633,60000,66566,-6566,-10.9,10.9,0,In line with model,60000.0,94.1
856,Malad West,budget,2,700,furnished,8.0,6.2,19.185972,72.834183,65000,66415,-1415,-2.2,2.2,0,In line with model,60000.0,94.1
857,Chembur,mid,3,1700,unfurnished,6.0,0.88,19.061971,72.893548,86000,185804,-99804,-116.1,116.1,0,Listed below model (possible underpricing),85000.0,104.2
858,Goregaon West,budget,3,1500,semi-furnished,5.0,5.95,19.173289,72.847284,82000,133894,-51894,-63.3,63.3,0,Listed below model (possible underpricing),76000.0,98.2
859,Malad West,budget,1,450,unfurnished,6.0,6.14,19.200804,72.816929,36000,40928,-4928,-13.7,13.7,0,In line with model,60000.0,94.1
860,Goregaon West,budget,2,775,semi-furnished,29.0,4.55,19.154588,72.842697,82000,68379,13621,16.6,16.6,0,Listed above model (check overpricing),76000.0,98.2
861,Lower Parel,premium,2,842,semi-furnished,22.0,0.96,18.995787,72.828903,115000,152131,-37131,-32.3,32.3,0,Listed below model (possible underpricing),280000.0,181.35
862,Goregaon West,budget,2,672,furnished,6.0,5.86,19.172208,72.846954,73000,64466,8534,11.7,11.7,0,In line with model,76000.0,98.2
863,Mahim West,premium,2,560,semi-furnished,17.0,0.34,19.03598,72.840055,130000,97334,32666,25.1,25.1,0,Listed above model (check overpricing),220000.0,197.55
864,Wadala,mid,3,1319,unfurnished,16.0,0.91,19.037684,72.879023,210000,152940,57060,27.2,27.2,0,Listed above model (check overpricing),160000.0,131.15
865,Lower Parel,premium,3,1277,unfurnished,25.0,0.83,19.003329,72.824829,411000,217124,193876,47.2,47.2,0,Listed above model (check overpricing),280000.0,181.35
866,Goregaon East,budget,3,1400,furnished,18.0,5.17,19.16818,72.853134,95000,133876,-38876,-40.9,40.9,0,Listed below model (possible underpricing),75000.0,98.25
867,Malad West,budget,1,420,furnished,1.0,6.09,19.1866274309697,72.835110044883,50000,39025,10975,22.0,22.0,0,Listed above model (check overpricing),60000.0,94.1
868,Shivaji Nagar,mid,5,1020,semi-furnished,12.0,5.68,19.1759432,72.8622558,110000,122384,-12384,-11.3,11.3,1,In line with model,110000.0,107.8
869,Goregaon East,budget,1,425,furnished,16.0,3.3,19.153049,72.886561,27000,40804,-13804,-51.1,51.1,0,Listed below model (possible underpricing),75000.0,98.25
870,Malad West,budget,1,485,unfurnished,22.0,5.52,19.191133,72.837761,45000,41040,3960,8.8,8.8,0,In line with model,60000.0,94.1
871,Mulund West,budget,3,1100,semi-furnished,12.0,3.21,19.170312,72.936647,80000,89442,-9442,-11.8,11.8,0,In line with model,62500.0,65.9
872,Worli,premium,3,1880,unfurnished,25.0,1.0,19.002554,72.826363,530000,400825,129175,24.4,24.4,0,Listed above model (check overpricing),290250.0,251.8
873,Worli,premium,3,1100,unfurnished,9.0,1.09,19.006066,72.829268,280000,240500,39500,14.1,14.1,0,In line with model,290250.0,251.8
874,Chembur,mid,2,800,semi-furnished,4.0,0.53,19.058527,72.890867,70000,86089,-16089,-23.0,23.0,0,Listed below model (possible underpricing),85000.0,104.2
875,Govandi,budget,3,1400,furnished,8.0,1.91,19.06845,72.90581,125000,117765,7235,5.8,5.8,0,In line with model,56000.0,80.0
876,Andheri West,mid,1,650,furnished,9.0,2.83,,,135000,88047,46953,34.8,34.8,0,Listed above model (check overpricing),95000.0,116.75
877,Andheri West,mid,2,1000,furnished,2.0,4.82,19.148253,72.834308,80000,117775,-37775,-47.2,47.2,0,Listed below model (possible underpricing),95000.0,116.75
878,Chembur,mid,5,550,unfurnished,5.0,0.64,19.0506169,72.88792959999999,55000,71835,-16835,-30.6,30.6,0,Listed below model (possible underpricing),85000.0,104.2
879,Goregaon West,budget,2,805,semi-furnished,22.0,3.92,19.150452,72.846794,65000,70604,-5604,-8.6,8.6,0,In line with model,76000.0,98.2
880,Malad East,budget,1,200,furnished,9.0,2.83,,,25000,23778,1222,4.9,4.9,0,In line with model,65000.0,92.5
881,Mahalaxmi,premium,3,2100,unfurnished,36.0,0.79,18.986985,72.827622,340000,415569,-75569,-22.2,22.2,0,Listed below model (possible underpricing),350000.0,226.3
882,Andheri East,budget,2,950,furnished,2.0,0.86,19.131617,72.868086,80000,88176,-8176,-10.2,10.2,0,In line with model,75000.0,100.0
